,gid,plaid,posid,teamid,teamname,period,newpos,newposname
11321,11321,3533,16,773,Switzerland,1310,2,Mid
11322,11322,5546,1,773,Switzerland,1310,1,Def
11323,11323,3500,14,773,Switzerland,1311,2,Mid
11324,11324,5540,12,773,Switzerland,1311,2,Mid
11325,11325,6359,2,773,Switzerland,1311,1,Def
11326,11326,5549,4,773,Switzerland,1311,1,Def
11327,11327,5546,1,773,Switzerland,1311,1,Def
11328,11328,5548,20,773,Switzerland,1311,2,Mid
11329,11329,5550,0,773,Switzerland,1312,0,GK
11330,11330,5540,12,773,Switzerland,1312,2,Mid
11331,11331,3500,14,773,Switzerland,1312,2,Mid
11332,11332,6359,2,773,Switzerland,1312,1,Def
11333,11333,5549,4,773,Switzerland,1312,1,Def
11334,11334,5544,5,773,Switzerland,1312,1,Def
11335,11335,5546,1,773,Switzerland,1313,1,Def
11336,11336,6359,2,773,Switzerland,1313,1,Def
11337,11337,5549,4,773,Switzerland,1313,1,Def
11338,11338,5544,5,773,Switzerland,1313,1,Def
11339,11339,5540,12,773,Switzerland,1313,2,Mid
11340,11340,3533,16,773,Switzerland,1313,2,Mid
11341,11341,5548,20,773,Switzerland,1313,2,Mid
11342,11342,3500,14,773,Switzerland,1313,2,Mid
11343,11343,5540,12,773,Switzerland,1314,2,Mid
11344,11344,5549,4,773,Switzerland,1314,1,Def
11345,11345,5544,5,773,Switzerland,1314,1,Def
11346,11346,5548,20,773,Switzerland,1314,2,Mid
11347,11347,6359,2,773,Switzerland,1314,1,Def
11348,11348,5546,1,773,Switzerland,1314,1,Def
11349,11349,3533,16,773,Switzerland,1314,2,Mid
11350,11350,5554,18,773,Switzerland,1314,2,Mid
11351,11351,3500,14,773,Switzerland,1314,2,Mid
11352,11352,5540,12,773,Switzerland,1315,2,Mid
11353,11353,3500,14,773,Switzerland,1315,2,Mid
11354,11354,5548,20,773,Switzerland,1315,2,Mid
11355,11355,5546,1,773,Switzerland,1315,1,Def
11356,11356,3533,16,773,Switzerland,1315,2,Mid
11357,11357,6359,2,773,Switzerland,1315,1,Def
11358,11358,5549,4,773,Switzerland,1315,1,Def
11359,11359,5554,18,773,Switzerland,1315,2,Mid
11360,11360,5550,0,773,Switzerland,1316,0,GK
11361,11361,5540,12,773,Switzerland,1316,2,Mid
11362,11362,3500,14,773,Switzerland,1316,2,Mid
11363,11363,6359,2,773,Switzerland,1316,1,Def
11364,11364,3533,16,773,Switzerland,1316,2,Mid
11365,11365,5549,4,773,Switzerland,1316,1,Def
11366,11366,5546,1,773,Switzerland,1316,1,Def
11367,11367,5544,5,773,Switzerland,1316,1,Def
11368,11368,3533,16,773,Switzerland,1317,2,Mid
11369,11369,3500,14,773,Switzerland,1317,2,Mid
11370,11370,5544,5,773,Switzerland,1317,1,Def
11371,11371,5548,20,773,Switzerland,1317,2,Mid
11372,11372,5540,12,773,Switzerland,1317,2,Mid
11373,11373,5549,4,773,Switzerland,1317,1,Def
11374,11374,5835,22,773,Switzerland,1317,3,Fw
11375,11375,5554,18,773,Switzerland,1317,2,Mid
11376,11376,6359,2,773,Switzerland,1317,1,Def
11377,11377,5546,1,773,Switzerland,1317,1,Def
11378,11378,3500,14,773,Switzerland,1318,2,Mid
11379,11379,5835,22,773,Switzerland,1318,3,Fw
11380,11380,5546,1,773,Switzerland,1318,1,Def
11381,11381,5540,12,773,Switzerland,1318,2,Mid
11382,11382,5549,4,773,Switzerland,1318,1,Def
11383,11383,3533,16,773,Switzerland,1318,2,Mid
11384,11384,6359,2,773,Switzerland,1318,1,Def
11385,11385,5548,20,773,Switzerland,1318,2,Mid
11386,11386,5544,5,773,Switzerland,1318,1,Def
11387,11387,5554,18,773,Switzerland,1318,2,Mid
11388,11388,5625,15,790,Sweden,1319,2,Mid
11389,11389,4417,23,790,Sweden,1319,3,Fw
11390,11390,5624,14,790,Sweden,1319,2,Mid
11391,11391,5621,5,790,Sweden,1319,1,Def
11392,11392,5607,4,790,Sweden,1319,1,Def
11393,11393,3702,2,790,Sweden,1319,1,Def
11394,11394,11098,21,790,Sweden,1319,3,Fw
11395,11395,5612,1,790,Sweden,1319,1,Def
11396,11396,3702,2,790,Sweden,1320,1,Def
11397,11397,5624,14,790,Sweden,1320,2,Mid
11398,11398,5613,16,790,Sweden,1320,2,Mid
11399,11399,5612,1,790,Sweden,1320,1,Def
11400,11400,5607,4,790,Sweden,1320,1,Def
11401,11401,5622,0,790,Sweden,1320,0,GK
11402,11402,4417,23,790,Sweden,1320,3,Fw
11403,11403,5549,4,773,Switzerland,1321,1,Def
11404,11404,5548,20,773,Switzerland,1321,2,Mid
11405,11405,3500,14,773,Switzerland,1321,2,Mid
11406,11406,5546,1,773,Switzerland,1321,1,Def
11407,11407,3533,16,773,Switzerland,1321,2,Mid
11408,11408,5554,18,773,Switzerland,1321,2,Mid
11409,11409,5540,12,773,Switzerland,1321,2,Mid
11410,11410,6359,2,773,Switzerland,1321,1,Def
11411,11411,5544,5,773,Switzerland,1321,1,Def
11412,11412,5544,5,773,Switzerland,1322,1,Def
11413,11413,5540,12,773,Switzerland,1322,2,Mid
11414,11414,5549,4,773,Switzerland,1322,1,Def
11415,11415,6359,2,773,Switzerland,1322,1,Def
11416,11416,3533,16,773,Switzerland,1322,2,Mid
11417,11417,5546,1,773,Switzerland,1322,1,Def
11418,11418,3500,14,773,Switzerland,1322,2,Mid
11419,11419,5550,0,773,Switzerland,1323,0,GK
11420,11420,5546,1,773,Switzerland,1323,1,Def
11421,11421,3500,14,773,Switzerland,1323,2,Mid
11422,11422,6359,2,773,Switzerland,1323,1,Def
11423,11423,5549,4,773,Switzerland,1323,1,Def
11424,11424,5835,22,773,Switzerland,1323,3,Fw
11425,11425,5544,5,773,Switzerland,1323,1,Def
11426,11426,5554,18,773,Switzerland,1323,2,Mid
11427,11427,5548,20,773,Switzerland,1323,2,Mid
11428,11428,5540,12,773,Switzerland,1323,2,Mid
11429,11429,3533,16,773,Switzerland,1323,2,Mid
11430,11430,5543,23,773,Switzerland,1324,3,Fw
11431,11431,5545,20,773,Switzerland,1324,2,Mid
11432,11432,5550,0,773,Switzerland,1324,0,GK
11433,11433,5549,4,773,Switzerland,1324,1,Def
11434,11434,5540,12,773,Switzerland,1324,2,Mid
11435,11435,6359,2,773,Switzerland,1324,1,Def
11436,11436,5546,1,773,Switzerland,1324,1,Def
11437,11437,3500,14,773,Switzerland,1324,2,Mid
11438,11438,3533,16,773,Switzerland,1324,2,Mid
11439,11439,5544,5,773,Switzerland,1324,1,Def
11440,11440,5835,21,773,Switzerland,1324,3,Fw
11441,11441,6359,2,773,Switzerland,1325,1,Def
11442,11442,3500,14,773,Switzerland,1325,2,Mid
11443,11443,5550,0,773,Switzerland,1325,0,GK
11444,11444,5540,12,773,Switzerland,1325,2,Mid
11445,11445,5549,4,773,Switzerland,1325,1,Def
11446,11446,3533,16,773,Switzerland,1325,2,Mid
11447,11447,5543,23,773,Switzerland,1325,3,Fw
11448,11448,5545,20,773,Switzerland,1325,2,Mid
11449,11449,5544,5,773,Switzerland,1325,1,Def
11450,11450,5546,1,773,Switzerland,1325,1,Def
11451,11451,5835,21,773,Switzerland,1325,3,Fw
11452,11452,5550,0,773,Switzerland,1326,0,GK
11453,11453,5549,4,773,Switzerland,1326,1,Def
11454,11454,5544,5,773,Switzerland,1326,1,Def
11455,11455,5540,12,773,Switzerland,1326,2,Mid
11456,11456,3500,14,773,Switzerland,1326,2,Mid
11457,11457,3533,16,773,Switzerland,1326,2,Mid
11458,11458,5543,23,773,Switzerland,1326,3,Fw
11459,11459,6359,2,773,Switzerland,1326,1,Def
11460,11460,5546,1,773,Switzerland,1326,1,Def
11461,11461,3500,14,773,Switzerland,1327,2,Mid
11462,11462,3533,16,773,Switzerland,1327,2,Mid
11463,11463,5543,23,773,Switzerland,1327,3,Fw
11464,11464,6359,2,773,Switzerland,1327,1,Def
11465,11465,5544,5,773,Switzerland,1327,1,Def
11466,11466,5549,4,773,Switzerland,1327,1,Def
11467,11467,5545,20,773,Switzerland,1327,2,Mid
11468,11468,5540,12,773,Switzerland,1327,2,Mid
11469,11469,3444,0,785,Croatia,1328,0,GK
11470,11470,5469,13,785,Croatia,1328,2,Mid
11471,11471,5470,19,785,Croatia,1328,2,Mid
11472,11472,5461,1,785,Croatia,1328,1,Def
11473,11473,5463,17,785,Croatia,1328,2,Mid
11474,11474,5457,5,785,Croatia,1328,1,Def
11475,11475,3471,2,785,Croatia,1328,1,Def
11476,11476,5474,20,785,Croatia,1328,2,Mid
11477,11477,5465,16,785,Croatia,1328,2,Mid
11478,11478,5472,22,785,Croatia,1328,3,Fw
11479,11479,3094,14,768,England,1329,2,Mid
11480,11480,3336,4,768,England,1329,1,Def
11481,11481,10955,21,768,England,1329,3,Fw
11482,11482,3244,3,768,England,1329,1,Def
11483,11483,3532,9,768,England,1329,1,Def
11484,11484,3205,2,768,England,1329,1,Def
11485,11485,3293,12,768,England,1329,2,Mid
11486,11486,3233,23,768,England,1329,3,Fw
11487,11487,3444,0,785,Croatia,1330,0,GK
11488,11488,5469,13,785,Croatia,1330,2,Mid
11489,11489,5461,1,785,Croatia,1330,1,Def
11490,11490,5465,16,785,Croatia,1330,2,Mid
11491,11491,5468,4,785,Croatia,1330,1,Def
11492,11492,5470,19,785,Croatia,1330,2,Mid
11493,11493,3471,2,785,Croatia,1330,1,Def
11494,11494,5463,17,785,Croatia,1330,2,Mid
11495,11495,5474,20,785,Croatia,1330,2,Mid
11496,11496,5472,22,785,Croatia,1330,3,Fw
11497,11497,5457,5,785,Croatia,1330,1,Def
11498,11498,5468,4,785,Croatia,1331,1,Def
11499,11499,5457,5,785,Croatia,1331,1,Def
11500,11500,3444,0,785,Croatia,1331,0,GK
11501,11501,3471,2,785,Croatia,1331,1,Def
11502,11502,5461,1,785,Croatia,1331,1,Def
11503,11503,5465,16,785,Croatia,1331,2,Mid
11504,11504,5463,17,785,Croatia,1331,2,Mid
11505,11505,5469,13,785,Croatia,1331,2,Mid
11506,11506,5470,19,785,Croatia,1331,2,Mid
11507,11507,5468,4,785,Croatia,1332,1,Def
11508,11508,5463,17,785,Croatia,1332,2,Mid
11509,11509,5461,1,785,Croatia,1332,1,Def
11510,11510,3471,2,785,Croatia,1332,1,Def
11511,11511,5457,5,785,Croatia,1332,1,Def
11512,11512,5470,19,785,Croatia,1332,2,Mid
11513,11513,5469,13,785,Croatia,1332,2,Mid
11514,11514,5465,16,785,Croatia,1332,2,Mid
11515,11515,3308,6,768,England,1333,1,Def
11516,11516,3244,3,768,England,1333,1,Def
11517,11517,3205,2,768,England,1333,1,Def
11518,11518,3468,0,768,England,1333,0,GK
11519,11519,3293,12,768,England,1333,2,Mid
11520,11520,10955,21,768,England,1333,3,Fw
11521,11521,3233,23,768,England,1333,3,Fw
11522,11522,3532,9,768,England,1333,1,Def
11523,11523,3612,7,768,England,1333,1,Def
11524,11524,3094,14,768,England,1333,2,Mid
11525,11525,3444,0,785,Croatia,1334,0,GK
11526,11526,5461,1,785,Croatia,1334,1,Def
11527,11527,3471,2,785,Croatia,1334,1,Def
11528,11528,5468,4,785,Croatia,1334,1,Def
11529,11529,5470,19,785,Croatia,1334,2,Mid
11530,11530,5457,5,785,Croatia,1334,1,Def
11531,11531,5474,20,785,Croatia,1334,2,Mid
11532,11532,5469,13,785,Croatia,1334,2,Mid
11533,11533,5463,17,785,Croatia,1334,2,Mid
11534,11534,3471,2,785,Croatia,1335,1,Def
11535,11535,3444,0,785,Croatia,1335,0,GK
11536,11536,5461,1,785,Croatia,1335,1,Def
11537,11537,5469,13,785,Croatia,1335,2,Mid
11538,11538,5468,4,785,Croatia,1335,1,Def
11539,11539,5457,5,785,Croatia,1335,1,Def
11540,11540,5465,16,785,Croatia,1335,2,Mid
11541,11541,5463,17,785,Croatia,1335,2,Mid
11542,11542,5472,22,785,Croatia,1335,3,Fw
11543,11543,3612,7,768,England,1336,1,Def
11544,11544,10955,21,768,England,1336,3,Fw
11545,11545,3094,14,768,England,1336,2,Mid
11546,11546,3532,9,768,England,1336,1,Def
11547,11547,3293,12,768,England,1336,2,Mid
11548,11548,3308,6,768,England,1336,1,Def
11549,11549,3205,2,768,England,1336,1,Def
11550,11550,3336,4,768,England,1336,1,Def
11551,11551,3468,0,768,England,1336,0,GK
11552,11552,5463,17,785,Croatia,1337,2,Mid
11553,11553,5457,5,785,Croatia,1337,1,Def
11554,11554,5470,19,785,Croatia,1337,2,Mid
11555,11555,5465,16,785,Croatia,1337,2,Mid
11556,11556,3444,0,785,Croatia,1337,0,GK
11557,11557,5468,4,785,Croatia,1337,1,Def
11558,11558,5469,13,785,Croatia,1337,2,Mid
11559,11559,3471,2,785,Croatia,1337,1,Def
11560,11560,5461,1,785,Croatia,1337,1,Def
11561,11561,5472,22,785,Croatia,1337,3,Fw
11562,11562,5469,13,785,Croatia,1338,2,Mid
11563,11563,5463,17,785,Croatia,1338,2,Mid
11564,11564,5457,5,785,Croatia,1338,1,Def
11565,11565,5468,4,785,Croatia,1338,1,Def
11566,11566,3471,2,785,Croatia,1338,1,Def
11567,11567,5461,1,785,Croatia,1338,1,Def
11568,11568,5474,20,785,Croatia,1338,2,Mid
11569,11569,5465,16,785,Croatia,1338,2,Mid
11570,11570,5474,20,785,Croatia,1339,2,Mid
11571,11571,5472,22,785,Croatia,1339,3,Fw
11572,11572,5457,5,785,Croatia,1339,1,Def
11573,11573,5465,16,785,Croatia,1339,2,Mid
11574,11574,5469,13,785,Croatia,1339,2,Mid
11575,11575,5470,19,785,Croatia,1339,2,Mid
11576,11576,5463,17,785,Croatia,1339,2,Mid
11577,11577,5463,17,785,Croatia,1340,2,Mid
11578,11578,5470,19,785,Croatia,1340,2,Mid
11579,11579,5472,22,785,Croatia,1340,3,Fw
11580,11580,5465,16,785,Croatia,1340,2,Mid
11581,11581,5461,1,785,Croatia,1340,1,Def
11582,11582,5469,13,785,Croatia,1340,2,Mid
11583,11583,5457,5,785,Croatia,1340,1,Def
11584,11584,3471,2,785,Croatia,1340,1,Def
11585,11585,3293,12,768,England,1341,2,Mid
11586,11586,3094,14,768,England,1341,2,Mid
11587,11587,3318,23,768,England,1341,3,Fw
11588,11588,3205,2,768,England,1341,1,Def
11589,11589,3532,9,768,England,1341,1,Def
11590,11590,3244,3,768,England,1341,1,Def
11591,11591,3336,4,768,England,1341,1,Def
11592,11592,3612,7,768,England,1341,1,Def
11593,11593,3308,6,768,England,1341,1,Def
11594,11594,5474,20,785,Croatia,1342,2,Mid
11595,11595,5472,22,785,Croatia,1342,3,Fw
11596,11596,5457,5,785,Croatia,1342,1,Def
11597,11597,5470,19,785,Croatia,1342,2,Mid
11598,11598,3471,2,785,Croatia,1342,1,Def
11599,11599,5461,1,785,Croatia,1342,1,Def
11600,11600,5463,17,785,Croatia,1342,2,Mid
11601,11601,5465,16,785,Croatia,1342,2,Mid
11602,11602,5469,13,785,Croatia,1342,2,Mid
11603,11603,3468,0,768,England,1343,0,GK
11604,11604,3612,7,768,England,1343,1,Def
11605,11605,3336,4,768,England,1343,1,Def
11606,11606,3244,3,768,England,1343,1,Def
11607,11607,3205,2,768,England,1343,1,Def
11608,11608,3532,9,768,England,1343,1,Def
11609,11609,3308,6,768,England,1343,1,Def
11610,11610,3318,23,768,England,1343,3,Fw
11611,11611,10955,21,768,England,1343,3,Fw
11612,11612,3293,12,768,England,1343,2,Mid
11613,11613,3094,14,768,England,1343,2,Mid
11614,11614,3444,0,785,Croatia,1344,0,GK
11615,11615,3471,2,785,Croatia,1344,1,Def
11616,11616,5463,17,785,Croatia,1344,2,Mid
11617,11617,5461,1,785,Croatia,1344,1,Def
11618,11618,5465,16,785,Croatia,1344,2,Mid
11619,11619,5472,22,785,Croatia,1344,3,Fw
11620,11620,3471,2,785,Croatia,1345,1,Def
11621,11621,5469,13,785,Croatia,1345,2,Mid
11622,11622,5470,19,785,Croatia,1345,2,Mid
11623,11623,5457,5,785,Croatia,1345,1,Def
11624,11624,5472,22,785,Croatia,1345,3,Fw
11625,11625,5465,16,785,Croatia,1345,2,Mid
11626,11626,5468,4,785,Croatia,1345,1,Def
11627,11627,5461,1,785,Croatia,1345,1,Def
11628,11628,5474,20,785,Croatia,1345,2,Mid
11629,11629,5463,17,785,Croatia,1345,2,Mid
11630,11630,3244,3,768,England,1346,1,Def
11631,11631,3205,2,768,England,1346,1,Def
11632,11632,3468,0,768,England,1346,0,GK
11633,11633,3594,7,768,England,1346,1,Def
11634,11634,3336,4,768,England,1346,1,Def
11635,11635,3532,9,768,England,1346,1,Def
11636,11636,3293,12,768,England,1346,2,Mid
11637,11637,3308,6,768,England,1346,1,Def
11638,11638,3318,23,768,England,1346,3,Fw
11639,11639,3094,14,768,England,1346,2,Mid
11640,11640,3468,0,768,England,1347,0,GK
11641,11641,3205,2,768,England,1347,1,Def
11642,11642,3244,3,768,England,1347,1,Def
11643,11643,10956,9,768,England,1347,1,Def
11644,11644,3094,14,768,England,1347,2,Mid
11645,11645,3308,6,768,England,1347,1,Def
11646,11646,3293,12,768,England,1347,2,Mid
11647,11647,3594,7,768,England,1348,1,Def
11648,11648,3318,23,768,England,1348,3,Fw
11649,11649,3244,3,768,England,1348,1,Def
11650,11650,3205,2,768,England,1348,1,Def
11651,11651,3308,6,768,England,1348,1,Def
11652,11652,3293,12,768,England,1348,2,Mid
11653,11653,10956,9,768,England,1348,1,Def
11654,11654,3336,4,768,England,1348,1,Def
11655,11655,3094,14,768,England,1348,2,Mid
11656,11656,3244,3,768,England,1349,1,Def
11657,11657,3094,14,768,England,1349,2,Mid
11658,11658,3594,7,768,England,1349,1,Def
11659,11659,3205,2,768,England,1349,1,Def
11660,11660,3308,6,768,England,1349,1,Def
11661,11661,3293,12,768,England,1349,2,Mid
11662,11662,10955,21,768,England,1349,3,Fw
11663,11663,3336,4,768,England,1349,1,Def
11664,11664,5463,17,785,Croatia,1350,2,Mid
11665,11665,5470,19,785,Croatia,1350,2,Mid
11666,11666,5468,4,785,Croatia,1350,1,Def
11667,11667,5469,13,785,Croatia,1350,2,Mid
11668,11668,6308,5,785,Croatia,1350,1,Def
11669,11669,5461,1,785,Croatia,1350,1,Def
11670,11670,5460,16,785,Croatia,1350,2,Mid
11671,11671,3471,2,785,Croatia,1351,1,Def
11672,11672,5463,17,785,Croatia,1351,2,Mid
11673,11673,5474,20,785,Croatia,1351,2,Mid
11674,11674,5460,16,785,Croatia,1351,2,Mid
11675,11675,5469,13,785,Croatia,1351,2,Mid
11676,11676,5468,4,785,Croatia,1351,1,Def
11677,11677,6308,5,785,Croatia,1351,1,Def
11678,11678,3444,0,785,Croatia,1351,0,GK
11679,11679,5470,19,785,Croatia,1351,2,Mid
11680,11680,5472,22,785,Croatia,1351,3,Fw
11681,11681,5461,1,785,Croatia,1351,1,Def
11682,11682,5470,19,785,Croatia,1352,2,Mid
11683,11683,5472,22,785,Croatia,1352,3,Fw
11684,11684,6308,5,785,Croatia,1352,1,Def
11685,11685,5460,16,785,Croatia,1352,2,Mid
11686,11686,5469,13,785,Croatia,1352,2,Mid
11687,11687,5463,17,785,Croatia,1352,2,Mid
11688,11688,3471,2,785,Croatia,1352,1,Def
11689,11689,5474,20,785,Croatia,1352,2,Mid
11690,11690,5468,4,785,Croatia,1353,1,Def
11691,11691,5460,16,785,Croatia,1353,2,Mid
11692,11692,5470,19,785,Croatia,1353,2,Mid
11693,11693,6308,5,785,Croatia,1353,1,Def
11694,11694,3444,0,785,Croatia,1353,0,GK
11695,11695,5469,13,785,Croatia,1353,2,Mid
11696,11696,3471,2,785,Croatia,1353,1,Def
11697,11697,5474,20,785,Croatia,1353,2,Mid
11698,11698,5472,22,785,Croatia,1353,3,Fw
11699,11699,3444,0,785,Croatia,1354,0,GK
11700,11700,5474,20,785,Croatia,1354,2,Mid
11701,11701,6308,5,785,Croatia,1354,1,Def
11702,11702,5463,17,785,Croatia,1354,2,Mid
11703,11703,5460,16,785,Croatia,1354,2,Mid
11704,11704,5470,19,785,Croatia,1354,2,Mid
11705,11705,5468,4,785,Croatia,1354,1,Def
11706,11706,5469,13,785,Croatia,1354,2,Mid
11707,11707,3318,24,768,England,1355,3,Fw
11708,11708,10956,9,768,England,1355,1,Def
11709,11709,3293,12,768,England,1355,2,Mid
11710,11710,3336,4,768,England,1355,1,Def
11711,11711,3594,5,768,England,1355,1,Def
11712,11712,10955,21,768,England,1355,3,Fw
11713,11713,3244,2,768,England,1355,1,Def
11714,11714,3205,2,768,England,1356,1,Def
11715,11715,3336,4,768,England,1356,1,Def
11716,11716,3468,0,768,England,1356,0,GK
11717,11717,3532,9,768,England,1356,1,Def
11718,11718,3293,17,768,England,1356,2,Mid
11719,11719,3244,3,768,England,1356,1,Def
11720,11720,3233,21,768,England,1356,3,Fw
11721,11721,3308,11,768,England,1356,2,Mid
11722,11722,3612,15,768,England,1356,2,Mid
11723,11723,3094,19,768,England,1356,2,Mid
11724,11724,6358,1,790,Sweden,1357,1,Def
11725,11725,4417,23,790,Sweden,1357,3,Fw
11726,11726,5625,20,790,Sweden,1357,2,Mid
11727,11727,11098,21,790,Sweden,1357,3,Fw
11728,11728,5621,5,790,Sweden,1357,1,Def
11729,11729,5607,4,790,Sweden,1357,1,Def
11730,11730,3702,2,790,Sweden,1357,1,Def
11731,11731,5622,0,790,Sweden,1357,0,GK
11732,11732,5613,16,790,Sweden,1357,2,Mid
11733,11733,3336,4,768,England,1358,1,Def
11734,11734,3532,9,768,England,1358,1,Def
11735,11735,3293,17,768,England,1358,2,Mid
11736,11736,3308,11,768,England,1358,2,Mid
11737,11737,3233,21,768,England,1358,3,Fw
11738,11738,3612,15,768,England,1358,2,Mid
11739,11739,3205,2,768,England,1358,1,Def
11740,11740,3244,3,768,England,1358,1,Def
11741,11741,3468,0,768,England,1358,0,GK
11742,11742,10955,23,768,England,1358,3,Fw
11743,11743,5621,5,790,Sweden,1359,1,Def
11744,11744,5624,14,790,Sweden,1359,2,Mid
11745,11745,5607,4,790,Sweden,1359,1,Def
11746,11746,3702,2,790,Sweden,1359,1,Def
11747,11747,6358,1,790,Sweden,1359,1,Def
11748,11748,5617,12,790,Sweden,1359,2,Mid
11749,11749,5624,14,790,Sweden,1360,2,Mid
11750,11750,5621,5,790,Sweden,1360,1,Def
11751,11751,5607,4,790,Sweden,1360,1,Def
11752,11752,5625,20,790,Sweden,1360,2,Mid
11753,11753,6358,1,790,Sweden,1360,1,Def
11754,11754,3702,2,790,Sweden,1360,1,Def
11755,11755,3244,3,768,England,1361,1,Def
11756,11756,3293,17,768,England,1361,2,Mid
11757,11757,3094,19,768,England,1361,2,Mid
11758,11758,3205,2,768,England,1361,1,Def
11759,11759,3336,4,768,England,1361,1,Def
11760,11760,3612,15,768,England,1361,2,Mid
11761,11761,3233,21,768,England,1361,3,Fw
11762,11762,3308,11,768,England,1361,2,Mid
11763,11763,3532,9,768,England,1361,1,Def
11764,11764,3612,15,768,England,1362,2,Mid
11765,11765,3336,4,768,England,1362,1,Def
11766,11766,3244,3,768,England,1362,1,Def
11767,11767,3205,2,768,England,1362,1,Def
11768,11768,3468,0,768,England,1362,0,GK
11769,11769,3094,19,768,England,1362,2,Mid
11770,11770,3293,17,768,England,1362,2,Mid
11771,11771,3532,9,768,England,1362,1,Def
11772,11772,3205,2,768,England,1363,1,Def
11773,11773,3308,11,768,England,1363,2,Mid
11774,11774,3233,21,768,England,1363,3,Fw
11775,11775,3244,3,768,England,1363,1,Def
11776,11776,3468,0,768,England,1363,0,GK
11777,11777,3532,9,768,England,1363,1,Def
11778,11778,10955,23,768,England,1363,3,Fw
11779,11779,5607,4,790,Sweden,1364,1,Def
11780,11780,5622,0,790,Sweden,1364,0,GK
11781,11781,3702,2,790,Sweden,1364,1,Def
11782,11782,6358,1,790,Sweden,1364,1,Def
11783,11783,11098,21,790,Sweden,1364,3,Fw
11784,11784,5613,16,790,Sweden,1364,2,Mid
11785,11785,5624,14,790,Sweden,1364,2,Mid
11786,11786,4417,23,790,Sweden,1364,3,Fw
11787,11787,3702,2,790,Sweden,1365,1,Def
11788,11788,5617,12,790,Sweden,1365,2,Mid
11789,11789,5613,16,790,Sweden,1365,2,Mid
11790,11790,5625,20,790,Sweden,1365,2,Mid
11791,11791,6358,1,790,Sweden,1365,1,Def
11792,11792,5624,14,790,Sweden,1365,2,Mid
11793,11793,5607,4,790,Sweden,1365,1,Def
11794,11794,5621,5,790,Sweden,1365,1,Def
11795,11795,11098,21,790,Sweden,1365,3,Fw
11796,11796,3308,11,768,England,1366,2,Mid
11797,11797,3205,2,768,England,1366,1,Def
11798,11798,3244,3,768,England,1366,1,Def
11799,11799,3612,15,768,England,1366,2,Mid
11800,11800,3336,4,768,England,1366,1,Def
11801,11801,3532,9,768,England,1366,1,Def
11802,11802,3233,21,768,England,1366,3,Fw
11803,11803,3532,9,768,England,1367,1,Def
11804,11804,3336,4,768,England,1367,1,Def
11805,11805,3244,3,768,England,1367,1,Def
11806,11806,3308,11,768,England,1367,2,Mid
11807,11807,3468,0,768,England,1367,0,GK
11808,11808,3293,17,768,England,1367,2,Mid
11809,11809,3233,21,768,England,1367,3,Fw
11810,11810,3612,15,768,England,1367,2,Mid
11811,11811,3205,2,768,England,1367,1,Def
11812,11812,6358,1,790,Sweden,1368,1,Def
11813,11813,4417,23,790,Sweden,1368,3,Fw
11814,11814,11098,21,790,Sweden,1368,3,Fw
11815,11815,5617,12,790,Sweden,1368,2,Mid
11816,11816,5607,4,790,Sweden,1368,1,Def
11817,11817,5621,5,790,Sweden,1368,1,Def
11818,11818,3702,2,790,Sweden,1368,1,Def
11819,11819,5613,16,790,Sweden,1368,2,Mid
11820,11820,5625,20,790,Sweden,1368,2,Mid
11821,11821,5624,14,790,Sweden,1368,2,Mid
11822,11822,3094,19,768,England,1369,2,Mid
11823,11823,3612,15,768,England,1369,2,Mid
11824,11824,3205,2,768,England,1369,1,Def
11825,11825,3244,3,768,England,1369,1,Def
11826,11826,3532,9,768,England,1369,1,Def
11827,11827,3468,0,768,England,1369,0,GK
11828,11828,3308,11,768,England,1369,2,Mid
11829,11829,3336,4,768,England,1369,1,Def
11830,11830,10955,23,768,England,1369,3,Fw
11831,11831,3233,21,768,England,1369,3,Fw
11832,11832,3702,2,790,Sweden,1370,1,Def
11833,11833,5617,12,790,Sweden,1370,2,Mid
11834,11834,11098,21,790,Sweden,1370,3,Fw
11835,11835,6358,1,790,Sweden,1370,1,Def
11836,11836,5613,16,790,Sweden,1370,2,Mid
11837,11837,5625,20,790,Sweden,1370,2,Mid
11838,11838,5624,14,790,Sweden,1370,2,Mid
11839,11839,3094,19,768,England,1371,2,Mid
11840,11840,10955,23,768,England,1371,3,Fw
11841,11841,3233,21,768,England,1371,3,Fw
11842,11842,3244,3,768,England,1371,1,Def
11843,11843,3293,17,768,England,1371,2,Mid
11844,11844,3532,9,768,England,1371,1,Def
11845,11845,3612,15,768,England,1371,2,Mid
11846,11846,3336,4,768,England,1371,1,Def
11847,11847,3308,11,768,England,1371,2,Mid
11848,11848,3612,15,768,England,1372,2,Mid
11849,11849,3244,3,768,England,1372,1,Def
11850,11850,3205,2,768,England,1372,1,Def
11851,11851,3233,21,768,England,1372,3,Fw
11852,11852,3293,17,768,England,1372,2,Mid
11853,11853,10955,23,768,England,1372,3,Fw
11854,11854,3094,19,768,England,1372,2,Mid
11855,11855,3532,9,768,England,1372,1,Def
11856,11856,3308,11,768,England,1372,2,Mid
11857,11857,3468,0,768,England,1372,0,GK
11858,11858,5622,0,790,Sweden,1373,0,GK
11859,11859,3702,2,790,Sweden,1373,1,Def
11860,11860,5613,16,790,Sweden,1373,2,Mid
11861,11861,4417,23,790,Sweden,1373,3,Fw
11862,11862,11098,21,790,Sweden,1373,3,Fw
